,达人,粉丝数,销售额,销售量,商品数,观看人次,人次峰值,地区
21433,新月轻奢女鞋工厂店棒,17128,18307.4,263,17,21932,166,重庆市
21434,小超桑蚕丝睡衣家居服,59721,18299.3,56,42,12220,325,重庆市
21435,胖哥电脑DIY（三月活动中每天4点开播）,135891,18181.0,7,40,3996,55,重庆市
21436,唐先生母婴用品（重庆）有限公司,12501,18112.57,167,52,3833,137,重庆市
21437,重庆璧山美丽俏佳人鞋业批发部,45029,18109.9,361,41,29631,509,重庆市
21438,格力体验店,4024,18097.0,3,40,3241,55,重庆市
21439,巴拉巴拉婴幼童折扣店,22192,18020.88,228,80,21107,112,重庆市
21440,大码百分百,204277,17955.87,141,31,14986,51,重庆市
21441,第五元素.,2019800,17933.0,68,6,25165,1071,重庆市
21442,双林姐夫,97245,17915.59,889,36,21549,1042,重庆市
21443,小糖糖,1491,17894.82,374,100,207,12,重庆市
21444,购购中古店铺号,12594,17880.0,13,93,7997,118,重庆市
21445,璧山区俏娅女鞋店,45760,17842.4,358,30,20429,589,重庆市
21446,眼镜小川皮鞋,47296,17817.0,103,40,8923,107,重庆市
21447,江北区宝瓷茶叶经营坊,8883,17778.0,14,61,1259,16,重庆市
21448,田田麻麻（记录生活）,23085,17774.78,258,3,33911,3818,重庆市
21449,金角官方旗舰店,25370,17691.2,208,21,5850,44,重庆市
21450,老唐育儿（直播小号）,252633,17688.25,210,49,6322,145,重庆市
21451,飞哥夫妇🔥🔥🔥,6383828,17668.9,302,12,113094,4839,重庆市
21452,一五零小小苏,13331,17598.0,113,19,3598,56,重庆市
21453,糖人食验室,189311,17596.79,506,62,4030,145,重庆市
21454,重庆先峰楚然科技有限公司,19698,17586.0,5,111,4195,17,重庆市
21455,江北区宝瓷茶叶经营坊,8883,17568.37,13,54,1494,21,重庆市
21456,361°潮流运动馆,1398,17530.0,240,25,28015,140,重庆市
21457,马登老李,367647,17369.89,182,56,10280,45,重庆市
21458,Santia&go👜华Dee,5133,17313.7,104,4,16698,229,重庆市
21459,巴拉巴拉婴幼童折扣店,22192,17212.64,244,103,9697,51,重庆市
21460,梅见旗舰店,136091,17208.2,121,19,8827,41,重庆市
21461,猫小咪居家健身（重庆）,2036446,17147.29,169,78,27972,176,重庆市
21462,机车武装,61990,17084.4,11,63,2756,43,重庆市
21463,星灿黄金工厂,4441,17080.7,116,123,10648,58,重庆市
21464,重庆璧山美丽俏佳人鞋业批发部,45029,17020.56,368,62,30031,400,重庆市
21465,艾米奢华墨镜,16702,16929.0,171,1,13946,200,重庆市
21466,大码百分百,204277,16900.8,158,35,14738,39,重庆市
21467,金角官方旗舰店,25370,16761.4,210,21,6517,51,重庆市
21468,奢享一生二手奢侈品_捌月,1259,16699.0,2,96,1736,15,重庆市
21469,胖哥电脑DIY（三月活动中每天4点开播）,135891,16695.0,9,45,11438,143,重庆市
21470,眼镜小川皮鞋,47296,16672.0,98,47,8157,107,重庆市
21471,佛罗伦萨小镇重庆名品奥特莱斯,6267,16669.0,83,62,29561,253,重庆市
21472,韩大仙,97963,16637.06,401,101,3689,39,重庆市
21473,樾与山国风首饰,104561,16621.5,442,44,35853,389,重庆市
21474,星灿黄金工厂,4441,16610.7,122,123,9974,106,重庆市
21475,琳达❤️好物分享,2535,16595.48,251,100,134,3,重庆市
21476,星灿黄金工厂,4441,16589.8,115,95,8695,70,重庆市
21477,眼镜小川皮鞋,47296,16529.0,91,41,7419,96,重庆市
21478,张小颖自产女装,38997,16525.6,595,11,58756,139,重庆市
21479,高新技术产业开发区李华数码产品经营部,4159,16519.0,1,100,937,6,重庆市
21480,華莉萱陶瓷店,4272,16478.44,182,235,40634,1413,重庆市
21481,壹臻中古鉴赏团,12184,16400.0,1,86,4039,38,重庆市
21482,申庭主管护师课堂,187755,16374.0,296,5,31342,856,重庆市
21483,马登老李,367647,16308.1,173,56,7698,57,重庆市
21484,申庭护师大课堂,157088,16173.0,312,4,23981,571,重庆市
21485,蓝迅电脑,10566,16097.0,3,20,1963,32,重庆市
21486,电脑圈的马老师（周一到周六09∶30播）,274786,16096.0,8,47,7581,103,重庆市
21487,张小颖自产女装,38997,16047.7,595,12,45419,127,重庆市
21488,猫小咪居家健身（重庆）,2036446,16007.17,140,79,54887,1586,重庆市
21489,MDD. 手绘花盆,20467,15984.0,37,1,2952,118,重庆市
21490,莉芝家,32116,15915.0,59,36,6658,59,重庆市
21491,纽曼思,6863,15910.0,30,11,2687,33,重庆市
21492,百奢荟,2322,15885.0,6,120,1782,9,重庆市
21493,panpan,8651,15865.56,787,60,4840,497,重庆市
21494,把酒杨欢,56967,15864.0,26,8,1543,28,重庆市
21495,梅见旗舰店,136091,15817.5,111,19,9300,51,重庆市
21496,莎莎奢侈品,2035,15699.0,5,84,1423,27,重庆市
21497,仁和白芸豆,18770,15653.59,110,1,5799,83,重庆市
21498,田田麻麻（记录生活）,23085,15612.89,815,39,26130,1996,重庆市
21499,双林姐夫,97245,15579.91,609,38,11578,562,重庆市
21500,VERO MODA重庆龙湖时代天街店,13942,15568.0,66,60,13064,68,重庆市
21501,胖哥电脑DIY（三月活动中每天4点开播）,135891,15495.0,5,38,5435,61,重庆市
21502,华榴姐食记,429611,15494.29,541,85,34837,582,重庆市
21503,一只向向,563851,15468.42,322,43,35416,224,重庆市
21504,155果果本真女装店,14452,15451.6,260,83,32455,700,重庆市
21505,天工球杆,9332,15430.0,9,8,2044,25,重庆市
21506,trendseeker中古,18874,15398.0,3,83,6173,23,重庆市
21507,一路的陌生人📢📢好物分亨,6816,15395.84,370,100,403,24,重庆市
21508,蔡老师陪伴育儿,385331,15368.23,204,30,8771,212,重庆市
21509,猫小咪居家健身（重庆）,2036446,15365.35,118,77,25695,201,重庆市
21510,申庭护师大课堂,157088,15355.0,284,4,20986,652,重庆市
21511,杨@杨,1389,15338.49,195,100,128,2,重庆市
21512,达猫美食,245147,15321.27,643,69,14056,504,重庆市
21513,老唐育儿（直播小号）,252633,15305.9,183,49,6387,161,重庆市
21514,胖哥电脑DIY（三月活动中每天4点开播）,135891,15291.0,6,40,4155,88,重庆市
21515,Kk姐,421201,15286.92,825,97,8987,44,重庆市
21516,申庭主管护师课堂,187755,15275.0,264,5,28852,903,重庆市
21517,向义虎（双林）,104647,15258.29,543,44,19285,1588,重庆市
21518,仁和白芸豆,18770,15230.79,100,1,6640,100,重庆市
21519,电脑圈的马老师（周一到周六09∶30播）,274786,15151.69,11,45,5504,55,重庆市
21520,谢大叔🍒双福水果批发市场,66343,15136.25,180,15,5962,120,重庆市
21521,樾与山国风首饰,104561,15070.4,411,48,31884,194,重庆市
21522,雾社球鞋,58948,15001.0,14,109,14628,63,重庆市
21523,申庭护师大课堂,157088,14954.0,262,4,23109,474,重庆市
21524,VERO MODA重庆龙湖时代天街店,13942,14940.7,67,63,11888,40,重庆市
21525,艾尚小琴,4594,14938.14,311,138,1519,4,重庆市
21526,海鹏（单亲爸爸）,40153,14927.0,253,1,39565,2812,重庆市
21527,随心,31095,14914.15,266,8,14702,160,重庆市
21528,梅见旗舰店,136091,14910.0,111,20,9246,42,重庆市
21529,Kk姐,421201,14903.11,771,99,9199,39,重庆市
21530,杨玫瑰,225264,14902.81,567,49,5706,329,重庆市
21531,亚君（分享生活）,420316,14885.68,290,2,40283,3832,重庆市
21532,艾米奢华墨镜,16702,14850.0,150,1,7953,90,重庆市
21533,巴黎👜高奢,6485,14837.0,78,27,5794,84,重庆市
21534,知知睡衣穿搭,9077,14772.73,216,19,22757,52,重庆市
21535,桥头新灵兽火锅底料专卖店（三国篇）,26544,14674.02,899,42,5388,248,重庆市
21536,小李子(安)上午10:28直播,2717,14609.2,259,94,258,42,重庆市
21537,莉芝家,32116,14604.0,66,30,8889,78,重庆市
21538,申庭护师大课堂,157088,14603.0,253,4,26465,587,重庆市
21539,哇塞,29570,14540.25,158,42,29925,126,重庆市
21540,丫丫螺蛳粉（16:50开播）,329467,14515.06,371,20,23695,309,重庆市
21541,江北区宝瓷茶叶经营坊,8883,14429.0,19,66,1362,25,重庆市
21542,星灿黄金工厂,4441,14395.7,64,130,7899,54,重庆市
21543,佛罗伦萨小镇重庆名品奥特莱斯,6267,14381.27,71,89,23366,164,重庆市
21544,老唐育儿（直播小号）,252633,14377.79,173,50,6875,165,重庆市
21545,糖人食验室,189311,14368.65,350,59,3669,126,重庆市
21546,初拥,1083283,14366.95,558,10,141171,7786,重庆市
21547,韩大仙,97963,14353.34,217,100,2048,70,重庆市
21548,VERO MODA重庆龙湖时代天街店,13942,14353.2,55,58,12053,48,重庆市
21549,糖人食验室,189311,14341.93,354,61,4362,148,重庆市
21550,黎黎蒋原创潮牌,7156,14333.5,320,29,10900,86,重庆市
21551,雁归来好物分享,5624,14323.72,219,103,260,6,重庆市
21552,随心,31095,14308.11,326,9,67180,1323,重庆市
21553,雾社球鞋,58948,14303.0,12,112,11514,100,重庆市
21554,trendseeker中古,18874,14299.0,2,85,10067,19,重庆市
21555,星灿黄金工厂,4441,14290.9,136,93,7646,60,重庆市
21556,大码胖美美服装店,699931,14259.5,557,24,21152,1088,重庆市
21557,张小颖自产女装,38997,14213.6,518,10,52741,158,重庆市
21558,晓瑞家牛仔服饰,4328,14203.79,233,17,48813,177,重庆市
21559,巴拉巴拉婴幼童折扣店,22192,14069.1,204,100,19685,53,重庆市
21560,晓玉 （直播带货）下午4:30,9110,14041.44,518,100,335,25,重庆市
21561,巴黎👜高奢,6485,14017.42,79,26,3473,74,重庆市
21562,FILA斐乐爱琴海专营店,18956,14013.0,28,97,7132,39,重庆市
21563,格力体验店,4024,13996.0,4,40,1750,35,重庆市
21564,晓玉 （直播带货）下午4:30,9110,13981.62,382,48,348,28,重庆市
21565,向义虎（双林）,104647,13952.5,563,44,13407,1618,重庆市
21566,雾社球鞋,58948,13929.0,21,100,9282,101,重庆市
21567,上门哥奢侈品-拉拉,3134,13888.0,2,101,1053,23,重庆市
21568,大好百货,15774,13843.69,270,9,15410,438,重庆市
21569,老唐育儿（直播小号）,252633,13802.31,178,48,6356,152,重庆市
21570,鼎鼎黄金工厂2⃣️号店,3021,13800.5,168,134,10161,45,重庆市
21571,金角官方旗舰店,25370,13739.3,155,21,4303,59,重庆市
21572,大码百分百,204277,13724.0,245,55,4527,147,重庆市
21573,张小漫&,113273,13697.21,102,2,38360,1774,重庆市
21574,猫小咪居家健身（重庆）,2036446,13694.26,160,76,46315,753,重庆市
21575,MDD. 手绘花盆,20467,13632.0,24,1,2646,121,重庆市
21576,佛罗伦萨小镇重庆名品奥特莱斯,6267,13580.0,70,38,24580,99,重庆市
21577,阿勇声卡,108495,13571.0,29,10,16462,191,重庆市
21578,蛇蛇美妆,343510,13561.4,221,19,17040,1165,重庆市
21579,第五元素.,2019800,13548.0,50,4,28222,1341,重庆市
21580,范师傅电子经营部,795999,13546.0,50,56,6859,84,重庆市
21581,申庭主管护师课堂,187755,13542.0,221,5,29377,1073,重庆市
21582,香港🇭🇰GoCosl 轻奢箱包,5552,13514.1,101,30,4590,85,重庆市
21583,丫丫螺蛳粉（16:50开播）,329467,13493.17,410,20,22997,136,重庆市
21584,杨玫瑰,225264,13471.2,385,50,5305,215,重庆市
21585,大好百货,15774,13454.68,189,9,19964,93,重庆市
21586,丁姐每天好物分享,4324,13451.31,194,100,199,2,重庆市
21587,亚君（分享生活）,420316,13438.5,223,4,51773,5746,重庆市
21588,GooogosVintage中古店,70721,13430.0,14,92,12571,97,重庆市
21589,小林寝饰官方直播号,18281,13409.77,91,40,4857,63,重庆市
21590,大码胖美美服装店,699931,13409.7,412,25,12422,77,重庆市
21591,小来老师讲绘本,23253,13400.0,5,1,270,15,重庆市
21592,申庭护师大课堂,157088,13359.0,229,4,21778,505,重庆市
21593,红红潮装穿搭（休息中）,4178,13332.0,47,38,2283,111,重庆市
21594,购购中古店铺号,12594,13309.0,16,85,7121,136,重庆市
21595,申庭主管护师课堂,187755,13248.0,236,5,30456,1072,重庆市
21596,鼎鼎黄金工厂2⃣️号店,3021,13224.92,186,109,11835,87,重庆市
21597,大琪高端定制（春装上新中）,78284,13220.4,124,75,14448,50,重庆市
21598,猫小咪居家健身（重庆）,2036446,13178.64,116,79,26655,285,重庆市
21599,文华麻辣鸡,18659,13164.45,149,3,2403,44,重庆市
21600,江北区宝瓷茶叶经营坊,8883,13105.0,8,63,1355,20,重庆市
21601,巴拉巴拉婴幼童折扣店,22192,13096.38,238,99,14474,57,重庆市
21602,重庆红火特产腊味,25086,13094.77,159,13,5487,35,重庆市
21603,$PG男装(潮牌高品质),7382,13033.0,157,32,17348,163,重庆市
21604,重庆红火特产腊味,25086,13031.5,108,13,5309,43,重庆市
21605,小李子(安)上午10:28直播,2717,12996.54,272,90,201,29,重庆市
21606,一只向向,563851,12957.72,251,43,60212,275,重庆市
21607,雁归来好物分享,5624,12933.22,162,100,854,9,重庆市
21608,重庆璧山美丽俏佳人鞋业批发部,45029,12924.2,255,50,18496,441,重庆市
21609,艾美特电器,7710,12910.34,18,4,1445,15,重庆市
21610,申庭主管护师课堂,187755,12904.0,223,5,18033,612,重庆市
21611,重庆刚哥攒机电脑,28745,12900.0,3,17,1203,44,重庆市
21612,张小颖自产女装,38997,12890.5,469,8,53603,158,重庆市
21613,猫小咪居家健身（重庆）,2036446,12850.76,171,76,40841,166,重庆市
21614,渝中区爱果服装,11530,12827.9,221,20,7525,108,重庆市
21615,华榴姐食记,429611,12814.32,507,88,29371,717,重庆市
21616,猫小咪居家健身（重庆）,2036446,12782.25,132,78,87955,1891,重庆市
21617,重庆红火特产腊味,25086,12768.54,115,13,5813,29,重庆市
21618,大好百货,15774,12760.87,178,9,19853,469,重庆市
21619,腊梅好物,4982,12750.31,124,100,167,1,重庆市
21620,第五元素.,2019800,12744.0,40,4,32076,2004,重庆市
21621,申庭护师大课堂,157088,12737.0,211,4,16621,439,重庆市
21622,第五元素.,2019800,12736.0,32,3,26372,1480,重庆市
21623,小糖糖,1491,12721.58,351,100,247,20,重庆市
21624,华榴姐食记,429611,12707.01,420,91,42363,1090,重庆市
21625,马登老李,367647,12698.94,94,55,9501,41,重庆市
21626,上门哥奢侈品-拉拉,3134,12698.0,3,95,1840,21,重庆市
21627,初拥,1083283,12685.58,454,9,108544,7546,重庆市
21628,申庭主管护师课堂,187755,12674.0,216,5,23628,708,重庆市
21629,ANGEGARDIEN,3246,12565.6,75,23,684,25,重庆市
21630,渝中区爱果服装,11530,12558.2,218,18,7548,95,重庆市
21631,老唐育儿（直播小号）,252633,12551.32,203,46,5537,177,重庆市
21632,杨玫瑰,225264,12514.61,412,81,3350,329,重庆市
21633,大予家,47435,12502.72,305,100,1323,19,重庆市
21634,乔浪男装5,34442,12500.27,311,28,18790,80,重庆市
21635,江北区宝瓷茶叶经营坊,8883,12499.2,21,56,966,22,重庆市
21636,随心,31095,12496.55,323,10,42556,227,重庆市
21637,大好百货,15774,12495.04,166,8,15216,111,重庆市
21638,新月轻奢女鞋工厂店棒,17128,12480.4,178,16,18182,243,重庆市
21639,重庆汇阁仕商贸有限公司,51630,12477.0,53,8,12564,113,重庆市
21640,韩大仙,97963,12453.42,345,103,2296,26,重庆市
21641,紫乐小院,82874,12431.13,406,76,16686,306,重庆市
21642,猫小咪居家健身（重庆）,2036446,12426.18,162,78,37362,230,重庆市
21643,亚君（分享生活）,420316,12375.0,125,1,28870,4890,重庆市
21644,纽曼思,6863,12367.0,23,12,2463,36,重庆市
21645,纽曼思,6863,12348.0,22,11,1935,30,重庆市
21646,雾社球鞋,58948,12270.0,12,119,11947,58,重庆市
21647,麻辣鸡展量姐妹,8378,12243.27,236,6,12580,172,重庆市
21648,M实验室,18404,12234.2,121,14,10294,45,重庆市
21649,Kk姐,421201,12172.84,621,100,8593,39,重庆市
21650,瓶子星球,9745,12154.5,163,17,4662,41,重庆市
21651,小森活百货店,200568,12121.74,535,81,511,63,重庆市
21652,棉袄麻麻💕(三胎孕晚期),17408,12089.5,242,100,5662,33,重庆市
21653,仟仟(好物推荐),2092,12088.28,141,100,163,4,重庆市
21654,小陈,5450,12082.48,189,100,1188,5,重庆市
21655,向义虎（双林）,104647,12044.78,426,45,10655,527,重庆市
21656,重庆汇阁仕商贸有限公司,51630,12007.0,53,7,12702,125,重庆市
21657,雾社球鞋,58948,12003.0,15,75,10989,137,重庆市
21658,黎黎蒋原创潮牌,7156,11992.22,192,47,18193,82,重庆市
21659,百奢荟,2322,11850.0,1,88,749,6,重庆市
21660,仁和白芸豆,18770,11847.57,79,1,6847,95,重庆市
21661,李姐，好物分享，,3261,11820.93,343,100,720,30,重庆市
21662,金角官方旗舰店,25370,11802.2,132,21,3532,30,重庆市
21663,trendseeker中古,18874,11798.0,2,57,3528,18,重庆市
21664,叶小兵,50294,11776.44,300,89,219,11,重庆市
21665,山城老铁匠,12133,11752.31,139,19,13193,50,重庆市
21666,纽曼思,6863,11751.0,19,12,1917,25,重庆市
21667,香港🇭🇰GoCosl 轻奢箱包,5552,11746.0,83,27,5325,93,重庆市
21668,赵丹Dana,59059,11713.4,315,33,7923,209,重庆市
21669,罗技星空数码,3092,11712.66,63,7,13000,507,重庆市
21670,电脑圈的马老师（周一到周六09∶30播）,274786,11691.0,8,46,6574,101,重庆市
21671,申庭护师大课堂,157088,11677.0,220,4,15576,388,重庆市
21672,申庭护师大课堂,157088,11653.0,204,4,16443,487,重庆市
21673,巴黎👜高奢,6485,11648.6,64,26,2059,50,重庆市
21674,塘坝村在山上,143627,11638.8,193,18,8087,116,重庆市
21675,小岩Vlog.记录平凡生活,32772,11615.01,364,49,3273,352,重庆市
21676,大林,39102,11614.08,49,82,3294,30,重庆市
21677,机车武装,61990,11608.8,10,63,3763,47,重庆市
21678,M实验室,18404,11607.0,112,14,8727,39,重庆市
21679,文华麻辣鸡,18659,11603.76,93,3,2519,44,重庆市
21680,随心,31095,11555.73,296,8,32904,591,重庆市
21681,亚君（分享生活）,420316,11550.0,149,2,39317,7168,重庆市
21682,巴黎👜高奢,6485,11546.13,72,26,4353,88,重庆市
21683,佰亿名表,35228,11540.3,7,66,1351,28,重庆市
21684,晓瑞家牛仔服饰,4328,11520.8,192,17,29518,63,重庆市
21685,自渝自乐,18232,11516.07,409,6,10441,145,重庆市
21686,佰亿名表,35228,11500.0,1,69,1132,18,重庆市
21687,巴拉巴拉婴幼童折扣店,22192,11459.1,162,80,9504,49,重庆市
21688,丫丫螺蛳粉（16:50开播）,329467,11422.66,396,20,23133,107,重庆市
21689,赫美女装-晚19点直播,57223,11420.0,57,25,7621,50,重庆市
21690,361°潮流运动馆,1398,11396.0,224,30,20677,173,重庆市
21691,申庭主管护师课堂,187755,11356.0,199,5,26818,929,重庆市
21692,申庭护师大课堂,157088,11328.0,208,4,16197,457,重庆市
21693,申庭护师大课堂,157088,11326.0,217,4,20664,581,重庆市
21694,小岩Vlog.记录平凡生活,32772,11324.35,325,60,7102,228,重庆市
21695,大码百分百,204277,11321.71,85,30,11732,46,重庆市
21696,申庭护师大课堂,157088,11283.0,189,4,16966,447,重庆市
21697,大好百货,15774,11273.45,147,9,9970,295,重庆市
21698,琳达❤️好物分享,2535,11268.28,212,100,115,2,重庆市
21699,紫乐小院,82874,11267.18,381,78,17026,307,重庆市
21700,小陈,5450,11261.34,333,100,2594,6,重庆市
21701,乐乐大世界,1006,11248.87,231,82,308,11,重庆市
21702,FILA斐乐爱琴海专营店,18956,11212.0,24,99,8476,43,重庆市
21703,OBEG欧碧倩女装直播间,18908,11197.0,23,100,4505,121,重庆市
21704,FILA斐乐爱琴海专营店,18956,11195.0,26,100,9248,43,重庆市
21705,申庭主管护师课堂,187755,11109.0,177,5,17324,616,重庆市
21706,胜伊伊 919,12672,11108.86,357,88,3071,160,重庆市
21707,丹妹儿拆卡,410,11103.76,228,25,4562,11,重庆市
21708,暗金,5877,11100.89,94,100,236,11,重庆市
21709,华榴姐食记,429611,11086.19,420,94,59074,2119,重庆市
21710,晓瑞家牛仔服饰,4328,11068.8,184,16,40699,108,重庆市
21711,亚君（分享生活）,420316,11059.19,438,3,46375,7540,重庆市
21712,拉贝亟,25712,11044.2,158,3,81174,19045,重庆市
21713,申庭护师大课堂,157088,11040.0,200,4,14702,430,重庆市
21714,金角官方旗舰店,25370,11026.1,121,21,2354,18,重庆市
21715,361°潮流运动馆,1398,11004.0,156,30,21556,123,重庆市
21716,奢享一生二手奢侈品_捌月,1259,11000.0,1,61,4298,21,重庆市
21717,小岩Vlog.记录平凡生活,32772,10995.21,347,51,6903,188,重庆市
21718,哆啦（好物分享）,2609,10989.68,629,100,280,35,重庆市
21719,雾社球鞋,58948,10973.9,16,112,10641,83,重庆市
21720,重庆红火特产腊味,25086,10927.6,99,13,4282,23,重庆市
21721,OBEG欧碧倩女装直播间,18908,10913.0,20,102,4311,141,重庆市
21722,樾与山国风首饰,104561,10901.3,329,45,24048,200,重庆市
21723,大琪高端定制（春装上新中）,78284,10876.8,109,74,18340,50,重庆市
21724,猫小咪居家健身（重庆）,2036446,10873.11,111,76,45455,1577,重庆市
21725,范师傅电子经营部,795999,10872.23,45,57,6435,72,重庆市
21726,七之莲围裙，源头厂家,327340,10866.57,325,92,9697,108,重庆市
21727,大林,39102,10858.14,26,84,2120,27,重庆市
21728,莉芝家,32116,10840.0,42,29,9646,60,重庆市
21729,艾美特生活电器专营店,3215,10830.46,11,3,3033,17,重庆市
21730,糖人食验室,189311,10818.99,282,63,3607,121,重庆市
21731,知知睡衣穿搭,9077,10795.6,157,19,15107,49,重庆市
21732,华榴姐食记,429611,10777.97,457,85,38108,608,重庆市
21733,游思集原创设计珠宝首饰,158640,10735.3,66,37,8307,151,重庆市
21734,唐先生母婴用品（重庆）有限公司,12501,10729.48,135,50,3298,151,重庆市
21735,达猫美食,245147,10723.47,520,65,13144,418,重庆市
21736,申庭主管护师课堂,187755,10694.0,200,5,14168,591,重庆市
21737,申庭护师大课堂,157088,10670.0,194,4,16050,410,重庆市
21738,随心,31095,10669.2,242,8,41760,1595,重庆市
21739,月亮船新人直播求守护,9467,10660.41,493,100,496,301,重庆市
21740,佰亿名表,35228,10660.3,6,76,1384,18,重庆市
21741,赫美女装-晚19点直播,57223,10641.0,131,28,8141,64,重庆市
21742,紫乐小院,82874,10617.95,401,71,19498,730,重庆市
21743,叶小兵,50294,10609.7,228,89,203,10,重庆市
21744,蓝迅电脑,10566,10589.84,2,20,1258,22,重庆市
21745,铜梁区美亿小隐花卉园艺苗圃,16425,10583.41,81,1,8668,141,重庆市
21746,随心,31095,10567.2,219,7,27004,202,重庆市
21747,是萝小溜呀,56586,10554.25,283,42,4094,60,重庆市
21748,杨@杨,1389,10502.27,254,104,151,24,重庆市
21749,香港🇭🇰Morning 轻奢箱包,7770,10477.9,74,29,3626,78,重庆市
21750,文姐无忧好物,2621,10465.2,355,101,512,27,重庆市
21751,OBEG欧碧倩女装直播间,18908,10433.0,17,103,2326,29,重庆市
21752,奇珍异宝苛选,94791,10432.14,162,24,52793,162,重庆市
21753,璧山区琳芷鞋帽,31014,10408.6,134,10,9768,613,重庆市
21754,胖妹-刘军,233023,10404.01,1475,14,25356,1186,重庆市
21755,莎莎奢侈品,2035,10399.0,2,75,912,16,重庆市
21756,凤凰涅磐轻奢饰品设计师品牌,11679,10383.7,264,38,15122,86,重庆市
21757,百奢荟,2322,10348.0,5,101,1469,10,重庆市
21758,胖哥电脑DIY（三月活动中每天4点开播）,135891,10330.33,3,41,3568,33,重庆市
21759,OBEG欧碧倩女装直播间,18908,10330.0,18,98,4195,42,重庆市
21760,一路向溪游钓俱乐部,143618,10310.56,197,45,8437,218,重庆市
21761,佰亿名表,35228,10302.8,32,82,3497,26,重庆市
21762,八达电脑(女王节装机特价活动),25816,10297.3,27,30,9833,156,重庆市
21763,塘坝村在山上,143627,10290.7,185,15,10733,189,重庆市
21764,阿勇声卡,108495,10276.0,24,10,14969,205,重庆市
21765,艾美特电器自营,1836,10238.48,13,4,3205,80,重庆市
21766,申庭主管护师课堂,187755,10212.0,195,5,19345,688,重庆市
21767,紫乐小院,82874,10206.17,393,77,25832,447,重庆市
21768,上门哥奢侈品-拉拉,3134,10200.0,1,95,1247,26,重庆市
21769,意大利Marc轻奢,19374,10195.0,55,15,6756,238,重庆市
21770,喔应,25308,10183.9,9,12,751,27,重庆市
21771,155果果本真女装店,14452,10179.86,173,72,9125,60,重庆市
21772,麻辣鸡展量姐妹,8378,10170.41,217,5,7595,401,重庆市
21773,申庭护师大课堂,157088,10154.0,192,4,14911,508,重庆市
21774,申庭主管护师课堂,187755,10154.0,179,5,24833,796,重庆市
21775,范师傅电子经营部,795999,10146.52,51,55,7068,83,重庆市
21776,吴欣益的温暖小铺🌼,14742,10139.96,1235,100,14604,156,重庆市
21777,香港🇭🇰GoCosl 轻奢箱包,5552,10138.5,66,27,2851,54,重庆市
21778,雷帝高高,252879,10136.8,234,22,6705,79,重庆市
21779,紫乐小院,82874,10103.69,318,77,19123,202,重庆市
21780,达猫美食,245147,10091.75,454,72,18348,602,重庆市
21781,乔浪男装5,34442,10073.23,251,20,13514,74,重庆市
21782,文华麻辣鸡,18659,10061.54,119,3,3074,59,重庆市
21783,胖妹-刘军,233023,10031.87,1104,15,28964,877,重庆市
21784,余哥和莉姐百货经营店,315925,10031.81,480,78,1241,65,重庆市
21785,罗技星空数码,3092,10021.12,69,5,7810,81,重庆市
21786,艾米奢华墨镜,16702,9999.0,101,1,6371,72,重庆市
21787,梅见旗舰店,136091,9984.5,77,19,5227,34,重庆市
21788,佰亿名表,35228,9959.0,3,94,1260,27,重庆市
21789,小林寝饰官方直播号,18281,9953.54,86,40,4659,49,重庆市
21790,重庆朝天门莫莫女装批发,72468,9927.4,173,27,9845,152,重庆市
21791,申庭护师大课堂,157088,9915.0,171,4,14721,445,重庆市
21792,重庆金衣柜品牌女装,33220,9909.15,67,84,5006,82,重庆市
21793,亦又服饰（春款上新中）,48768,9898.0,35,31,5633,30,重庆市
21794,蔡老师陪伴育儿,385331,9886.77,134,27,9692,354,重庆市
21795,陪都小奢（每天上午八点半开播）,3823,9860.0,3,83,1302,13,重庆市
21796,山城老铁匠,12133,9848.4,135,16,5945,31,重庆市
21797,华榴姐食记,429611,9842.22,325,89,20731,1188,重庆市
21798,星灿黄金工厂,4441,9810.9,74,58,5283,48,重庆市
21799,帝月旗舰店,19626,9809.49,9,8,844,14,重庆市
21800,大林,39102,9786.02,41,82,1972,32,重庆市
21801,佰亿名表,35228,9780.0,4,78,1495,22,重庆市
21802,黎姐有好货,52910,9776.3,153,35,6719,88,重庆市
21803,重庆先峰楚然科技有限公司,19698,9756.0,4,100,1065,7,重庆市
21804,亚君（分享生活）,420316,9702.0,98,1,27845,4825,重庆市
21805,上门哥奢侈品-拉拉,3134,9699.0,2,106,1867,22,重庆市
21806,简杰教唱歌（直播号）,399429,9691.43,148,9,14133,2520,重庆市
21807,新月轻奢女鞋工厂店棒,17128,9665.3,138,19,13774,126,重庆市
21808,简杰教唱歌（直播号）,399429,9638.6,272,9,14767,2770,重庆市
21809,罗技星空数码,3092,9629.02,48,8,6533,103,重庆市
21810,云蓓银饰,112636,9625.9,278,94,12969,50,重庆市
21811,鼎鼎黄金工厂2⃣️号店,3021,9612.8,108,92,8375,76,重庆市
21812,飒克头盔,15059,9603.53,183,11,16733,32,重庆市
21813,渝中区徐婷婷服装经营部,7634,9570.26,138,8,3795,226,重庆市
21814,佰亿名表,35228,9560.0,3,75,1549,29,重庆市
21815,瓶子星球,9745,9531.5,128,17,2712,39,重庆市
21816,雁归来好物分享,5624,9528.64,132,100,194,4,重庆市
21817,游思集原创设计珠宝首饰,158640,9519.0,40,35,7384,97,重庆市
21818,丫丫螺蛳粉（16:50开播）,329467,9511.17,245,19,23283,156,重庆市
